CanonicalId,OntologyType,SourceId,SourceSystem
gq5h2hkf,Image,b30332345/FILE_0401_OBJECTS,mets-image
y4d53qx5,Image,b2039651x/FILE_0072_OBJECTS,mets-image
kwrvazft,Image,b18456418/FILE_0112_OBJECTS,mets-image
hdng8sup,Concept,n83207402,lc-names
f9enyb4c,Image,b28044125/FILE_0201_OBJECTS,mets-image
mrsuq3t9,Item,i19754905,sierra-system-number
xby62ah8,Work,1406418,sierra-system-number
vfraaqmf,Image,b21273534/FILE_0309_OBJECTS,mets-image
gfbe43td,Image,b29183704/FILE_0091_OBJECTS,mets-image
bszkys6b,Work,b24227535,sierra-system-number
p2pn2q9d,Work,L0010480,miro-image-number
xxjuynur,Image,b21901296/FILE_0123_OBJECTS,mets-image
wppdsdym,Work,2580096,sierra-system-number
kx774fbc,Image,b31352753/FILE_0561_OBJECTS,mets-image
mjk3xkpj,Image,b21513491/FILE_0143_OBJECTS,mets-image
h4bzfbem,Work,b11202683,sierra-system-number
a62xkxr4,Image,b28080919/FILE_0284_OBJECTS,mets-image
sjxet4ne,Image,b18264360/FILE_0286_OBJECTS,mets-image
wjwfx3yb,Image,b10780889/FILE_0019_OBJECTS,mets-image
enwthewr,Image,b21527532/FILE_0265_OBJECTS,mets-image
jjyyvv2a,Work,b1914201,sierra-system-number
kcz6wgcz,Image,b29313880/FILE_0078_OBJECTS,mets-image
ejtv3675,Work,b18320107,sierra-system-number
hddvr44y,Image,b28752399/FILE_0016_OBJECTS,mets-image
fheete8s,Image,b28098067/FILE_0031_OBJECTS,mets-image
fgz9ph3x,Image,b21035933/FILE_0228_OBJECTS,mets-image
s56pkxmv,Image,b2152449x/FILE_0642_OBJECTS,mets-image
r8pndew9,Image,b28770274/FILE_0182_OBJECTS,mets-image
bjsrjgbh,Work,b2309715,sierra-system-number
bp4ghajz,Image,b32988333/FILE_0003_OBJECTS,mets-image
zzwzdfjp,Image,b24877748/FILE_0040_OBJECTS,mets-image
w6pggukc,Image,b24927338/FILE_0072_OBJECTS,mets-image
nvpvx96f,Work,2927987,sierra-system-number
thgaz4dg,Image,b31346790/FILE_0420_OBJECTS,mets-image
mq9a92e2,Image,b28122975/FILE_0490_OBJECTS,mets-image
wc6gbkpv,Concept,"gage, suzi",label-derived
nr33fyks,Image,b28476086/FILE_0207_OBJECTS,mets-image
aps8eexy,Image,b28755728/FILE_0846_OBJECTS,mets-image
ewpyd7xr,Image,b3030345x/FILE_0172_OBJECTS,mets-image
us3pj52u,Image,b30413989/FILE_0243_OBJECTS,mets-image
k9ndsk3e,Image,b18652554/FILE_0167_OBJECTS,mets-image
suqscbsy,Image,b18025456/FILE_0139_OBJECTS,mets-image
y4wbj2kq,Work,1560298,sierra-system-number
yx68uqm3,Image,b29011747/FILE_0175_OBJECTS,mets-image
xv6886we,Image,b21171907/FILE_0075_OBJECTS,mets-image
nz4zqtan,Image,b24401183/FILE_0248_OBJECTS,mets-image
hr98btb2,Image,b21932827/FILE_0427_OBJECTS,mets-image
cmpps5hr,Image,b3300416x/FILE_0004_OBJECTS,mets-image
njsgr7mm,Image,b24758838/FILE_0032_OBJECTS,mets-image
p6cv2fkc,Image,b21727995/FILE_0162_OBJECTS,mets-image
nam4rkar,Item,i1032545,sierra-system-number
kbduev8p,Image,b19750195/FILE_0014_OBJECTS,mets-image
mthqzet2,Image,b30328500/FILE_0118_OBJECTS,mets-image
tgtd2jxt,Image,b21931574/FILE_0220_OBJECTS,mets-image
mpscrkvn,Image,b28999629/FILE_0157_OBJECTS,mets-image
kcnua2cx,Image,b28103257/FILE_0230_OBJECTS,mets-image
x9vryeuf,Image,b31869452/FILE_0040_OBJECTS,mets-image
kh2z5agb,Work,b10835581,sierra-system-number
zrfu4872,Image,b21916123/FILE_0254_OBJECTS,mets-image
arjq24d5,Image,b29276299/FILE_0134_OBJECTS,mets-image
edsf2ybg,Image,b31356503/FILE_0527_OBJECTS,mets-image
thffnckn,Image,b21207732/FILE_0428_OBJECTS,mets-image
m8yha98q,Image,b30513522/FILE_0270_OBJECTS,mets-image
jfg2pjjs,Work,b1026401,sierra-system-number
saztmxfh,Work,b23162181,sierra-system-number
xvagwfkg,Image,b21898662/FILE_0602_OBJECTS,mets-image
jj3ep27k,Image,b20386540/FILE_0323_OBJECTS,mets-image
fzkxfech,Work,b20377630,sierra-system-number
bak6ryx8,Work,1645823,sierra-system-number
rvjufwyv,Image,b21933492/FILE_0408_OBJECTS,mets-image
e3tqxpak,Image,b22018669/FILE_0178_OBJECTS,mets-image
jpjf4af8,Image,b29437416/FILE_0028_OBJECTS,mets-image
ecrru2qd,Image,b28939177/FILE_0209_OBJECTS,mets-image
vked98es,Item,i12441739,sierra-system-number
pa63jqh3,Work,b21438729,sierra-system-number
njrj44ue,Image,b30334615/FILE_0463_OBJECTS,mets-image
j4czn9z8,Image,b28522060/FILE_0063_OBJECTS,mets-image
uednvnxd,Image,b24763469/FILE_0096_OBJECTS,mets-image
nm69cufv,Image,b29327842/FILE_0368_OBJECTS,mets-image
t8f29jsn,Work,L0067280,miro-image-number
qnwk9775,Image,b21941038/FILE_0228_OBJECTS,mets-image
by5rv93r,Concept,n85211830,lc-names
ywh2gwzb,Image,b18167524/FILE_0015_OBJECTS,mets-image
kke8ha9h,Image,b30564475/FILE_0100_OBJECTS,mets-image
z35u3e7c,Image,b21506280/FILE_0001_OBJECTS,mets-image
yjx3wyfd,Image,b21158952/FILE_0015_OBJECTS,mets-image
s2at5gcf,Image,b21896471/FILE_0412_OBJECTS,mets-image
q5zur2q7,Concept,nr 00039789,lc-names
f8ax3y4u,Image,b19814495/FILE_0029_OBJECTS,mets-image
cxzvm2ab,Image,b29113490/FILE_0013_OBJECTS,mets-image
pu3swqz3,Image,b32812656/FILE_0127_OBJECTS,mets-image
a9z5t29c,Image,b19395668/FILE_0072_OBJECTS,mets-image
pmsad7q4,Image,b2934766x/FILE_0189_OBJECTS,mets-image
adyqnksn,Image,b29980847/FILE_0100_OBJECTS,mets-image
pav23feh,Image,b28135143/FILE_0120_OBJECTS,mets-image
rvs5anq7,Image,b21513296/FILE_0147_OBJECTS,mets-image
scq9zzen,Image,b21439278/FILE_0066_OBJECTS,mets-image
n3k6wsqr,Image,b29312954/FILE_0231_OBJECTS,mets-image
uz5fdfhj,Image,b31361018/FILE_0297_OBJECTS,mets-image
jv534ut9,Image,b30230172/FILE_0065_OBJECTS,mets-image
f87e4fkq,Image,b21296686/FILE_0383_OBJECTS,mets-image
hak2yd29,Image,b30323034/FILE_0089_OBJECTS,mets-image
mpynxw4g,Image,b20029123/FILE_0007_OBJECTS,mets-image
kmn7h5yv,Image,b2397705x/FILE_0048_OBJECTS,mets-image
xk27q3zc,Image,b16232744/FILE_0193_OBJECTS,mets-image
tjnup4yx,Work,b22913981,sierra-system-number
znkxnxym,Image,b11143137/FILE_0154_OBJECTS,mets-image
sb7x2a58,Image,b22275125/FILE_0048_OBJECTS,mets-image
udqwjzex,Subject,race discrimination - law and legislation - united states,label-derived
ahap537m,Image,b29331237/FILE_0153_OBJECTS,mets-image
eghn7kpe,Image,b2267035x/FILE_0434_OBJECTS,mets-image
avdzv9dv,Image,b31811486/FILE_0005_OBJECTS,mets-image
sm2t9dj9,Image,b28716437/FILE_0213_OBJECTS,mets-image
u4mr7hmq,Image,b21997147/FILE_0136_OBJECTS,mets-image
ka7d4ujb,Image,b21133761/FILE_0021_OBJECTS,mets-image
v3hxz3zv,Image,b28126191/FILE_0300_OBJECTS,mets-image
gbuvytz9,Image,b31930876/FILE_0059_OBJECTS,mets-image
d52rr8vv,Image,b18333370/FILE_0096_OBJECTS,mets-image
dqxh3rrq,Image,b30414581/FILE_0723_OBJECTS,mets-image
t726tcjd,Work,1449711,sierra-system-number
emmtbkx6,Image,b30517126/FILE_0070_OBJECTS,mets-image
c7fyarsg,Image,b10625744/FILE_0706_OBJECTS,mets-image
xyerq9vr,Image,b19392849/FILE_0020_OBJECTS,mets-image
dpdrvdzy,Image,b20104819/FILE_0575_OBJECTS,mets-image
umfc43m6,Concept,n50026606,lc-names
razq7erh,Image,b30515956/FILE_0268_OBJECTS,mets-image
zcp4vkbg,Image,b32833817/FILE_0092_OBJECTS,mets-image
rty8nj5c,Image,b30144991/FILE_0031_OBJECTS,mets-image
tznp3xk9,Image,b21080720/FILE_0450_OBJECTS,mets-image
ccgqnhrm,Image,b21893275/FILE_0190_OBJECTS,mets-image
ehqgykd7,Image,b31659913/FILE_0045_OBJECTS,mets-image
sks759sb,Image,b18332390/FILE_0479_OBJECTS,mets-image
ra65wj8b,Image,b21082479/FILE_0399_OBJECTS,mets-image
mkb7jjw7,Image,b29797950/FILE_0078_OBJECTS,mets-image
n5cautz5,Image,b21458534/FILE_0444_OBJECTS,mets-image
nych2qhp,Item,i14516901,sierra-system-number
grsz4ycp,Image,b2871765x/FILE_0502_OBJECTS,mets-image
fbamq5j6,Image,b21120651/FILE_0042_OBJECTS,mets-image
g625gtgw,Image,L0032106,miro-image-number
kbyrw6a8,Item,1329609,sierra-system-number
fzvhb26a,Image,b21008152/FILE_0120_OBJECTS,mets-image
z5u774zx,Image,b20199831/FILE_0001_OBJECTS,mets-image
ka6p7gc5,Item,1219793,sierra-system-number
uzu4zeez,Image,b21921702/FILE_0366_OBJECTS,mets-image
vpermg25,Image,b21719020/FILE_0303_OBJECTS,mets-image
ckkfsqty,Image,b21214268/FILE_0394_OBJECTS,mets-image
uckrqe2r,Work,b2387716,sierra-system-number
gwfq73wx,Image,b21483978/FILE_0051_OBJECTS,mets-image
fwzursks,Image,b33488514/FILE_0337_OBJECTS,mets-image
n2pe5pnh,Work,b20204802,mets
uj9apn59,Image,b2105924x/FILE_0446_OBJECTS,mets-image
b8av88x8,Work,b18511508,sierra-system-number
tmkxc3sf,Image,b18528181/FILE_0088_OBJECTS,mets-image
gyhxw99u,Work,ebs13557612e,ebsco-alt-lookup
ycpjd87u,Image,b33633356/FILE_0001_OBJECTS,mets-image
apax2t4x,Image,b28130789/FILE_0107_OBJECTS,mets-image
ypfp6swz,Image,b22311956/FILE_0005_OBJECTS,mets-image
gqt4wuv6,Subject,n81075792,lc-names
f4eu2e7f,Image,b30502354/FILE_0129_OBJECTS,mets-image
dkuczpgm,Image,b24851401/FILE_0316_OBJECTS,mets-image
hr5ftsph,Work,b1434482,sierra-system-number
nc5yk7rf,Image,b22441621/FILE_0007_OBJECTS,mets-image
eshnwqv2,Image,b30415330/FILE_0105_OBJECTS,mets-image
v6b6dpet,Image,b24873573/FILE_0109_OBJECTS,mets-image
rkd8wvss,Image,b22017288/FILE_0029_OBJECTS,mets-image
dpmt2udw,Image,b21466178/FILE_0248_OBJECTS,mets-image
fqb6dypj,Image,b21310178/FILE_0441_OBJECTS,mets-image
bbnydjb3,Image,b18773485/FILE_0139_OBJECTS,mets-image
dgaqg3r6,Work,b2047493,sierra-system-number
c23zeb4q,Item,i17145399,sierra-system-number
t6dwjd9p,Image,b21359179/FILE_0197_OBJECTS,mets-image
mjrqdghx,Work,bb177554-2ee8-4778-b941-e9c6c67085ff,calm-record-id
v66nc5k6,Image,b21019721/FILE_0147_OBJECTS,mets-image
qhzsfgmp,Image,b20420328/FILE_0045_OBJECTS,mets-image
tzfezp4t,Image,b29827437/FILE_0392_OBJECTS,mets-image
hv9edvz7,Image,b2190165x/FILE_0013_OBJECTS,mets-image
tfr9r8pv,Image,b30525482/FILE_0182_OBJECTS,mets-image
yd77t3hu,Image,b29012946/FILE_0144_OBJECTS,mets-image
j49zcz4v,Item,1067607,sierra-system-number
c3nadm8m,Work,ebs13601261e,ebsco-alt-lookup
q5mknyt4,Image,b18023186/FILE_0274_OBJECTS,mets-image
krr9m3jc,Image,b29149721/FILE_0018_OBJECTS,mets-image
ejjrf3fw,Image,b28037121/FILE_0085_OBJECTS,mets-image
nk2wdfj4,Image,b10112273/FILE_0081_OBJECTS,mets-image
wz97xjf2,Image,b21722006/FILE_0002_OBJECTS,mets-image
e9stgzp7,Image,b21124760/FILE_0628_OBJECTS,mets-image
ya83j7g2,Image,b24905720/FILE_0234_OBJECTS,mets-image
sgf9ry4c,Image,b21985947/FILE_0458_OBJECTS,mets-image
yw2m4xrm,Item,1187894,sierra-system-number
zpsgphbf,Image,b29796520/FILE_0012_OBJECTS,mets-image
yuz4b4j5,Image,b21021843/FILE_0490_OBJECTS,mets-image
wer5uay4,Image,b18226656/FILE_0138_OBJECTS,mets-image
tnvak79m,Item,i1039967,sierra-system-number
ne2uv3a3,Work,b30479496,mets
f4xf57zf,Image,b29732955/FILE_0083_OBJECTS,mets-image
n3uygrsq,Image,b24391839/FILE_1879_OBJECTS,mets-image
jaervsxy,Image,b33028564/FILE_0128_OBJECTS,mets-image
pkxbvur6,Image,b21712414/FILE_0077_OBJECTS,mets-image
hkrhebcc,Image,b30451164/FILE_0003_OBJECTS,mets-image
yrp6agmt,Image,b21046062/FILE_0060_OBJECTS,mets-image
a5jy4dqd,Image,b14838606/FILE_0303_OBJECTS,mets-image
uz2ht3vg,Image,b21274125/FILE_0327_OBJECTS,mets-image
tzvnyqj8,Image,b30506372/FILE_0377_OBJECTS,mets-image
nx5w6hxw,Image,b2178291x/FILE_0249_OBJECTS,mets-image
bcnz643n,Image,b33014437/FILE_0146_OBJECTS,mets-image
ptg6s4ts,Image,b3049011x/FILE_0211_OBJECTS,mets-image
tye22yqx,Image,b28483819/FILE_0001_OBJECTS,mets-image
p96my8kh,Image,b31940663/FILE_0012_OBJECTS,mets-image
sngmhstd,Item,i1267550,sierra-system-number
tqpqq4q8,Work,b19596236,mets
fu6zjxsj,Image,b28110687/FILE_0313_OBJECTS,mets-image
m2wg358w,Work,b22951465,sierra-system-number
x3de8472,Image,b19833593/FILE_0003_OBJECTS,mets-image
wvmn7cgn,Work,1543628,sierra-system-number
j8sgaqak,Image,b21536338/FILE_0187_OBJECTS,mets-image
een4yumw,Image,b3328040x/FILE_0187_OBJECTS,mets-image
nrgt4cfw,Subject,sh85014253,lc-subjects
kpt64rkg,Image,b2974264x/FILE_0020_OBJECTS,mets-image
wxkkkc6a,Image,b21133736/FILE_0262_OBJECTS,mets-image
k396dvhj,Image,b28913930/FILE_0013_OBJECTS,mets-image
wh5af6tk,Image,b18637826/FILE_0001_OBJECTS,mets-image
nnchxutv,Image,b11198795/FILE_0773_OBJECTS,mets-image
csbdy25g,Image,b22655736/FILE_0491_OBJECTS,mets-image
c5cykg3y,Image,b21964130/FILE_0104_OBJECTS,mets-image
tfmqy7q7,Image,b2201164x/FILE_0033_OBJECTS,mets-image
v9bdpzjj,Image,b20408080/FILE_0020_OBJECTS,mets-image
ygpb657b,Image,b20420377/FILE_0193_OBJECTS,mets-image
umpdu2v5,Image,b21957150/FILE_0020_OBJECTS,mets-image
rtby5dpv,Image,b21013433/FILE_0096_OBJECTS,mets-image
wc27zsb4,Item,i20944123,sierra-system-number
uw5rxhkc,Image,b21071354/FILE_0275_OBJECTS,mets-image
s52mmcsv,Image,b20404438/FILE_0033_OBJECTS,mets-image
uj84tgzk,Image,b21124838/FILE_0135_OBJECTS,mets-image
a9baqyx8,Image,b18815790/FILE_0130_OBJECTS,mets-image
rv74kz9a,Work,1453762,sierra-system-number
zemszaa8,Image,b28072054/FILE_0778_OBJECTS,mets-image
fh3arcdq,Work,b26059368,sierra-system-number
n8u2ud32,Image,b21899812/FILE_0021_OBJECTS,mets-image
zhgyyv8h,Image,b32798441/FILE_0080_OBJECTS,mets-image
hnhmu5kp,Image,b21012763/FILE_0176_OBJECTS,mets-image
n4we7zub,Work,V0004016,miro-image-number
sr3mdyv6,Image,b29330518/FILE_0162_OBJECTS,mets-image
psk5apd2,Image,b28117645/FILE_0220_OBJECTS,mets-image
crwhjbfy,Image,b33285226/FILE_0472_OBJECTS,mets-image
uguqtp65,Image,b19995003/FILE_0002_OBJECTS,mets-image
e6xaz7mn,Image,b22393389/FILE_0025_OBJECTS,mets-image
a5auhk6b,Image,b18425720/FILE_0250_OBJECTS,mets-image
tfz73smx,Image,b22010051/FILE_0225_OBJECTS,mets-image
wprdq6wc,Image,b33022057/FILE_0463_OBJECTS,mets-image
seqhjjkn,Image,b29287212/FILE_0328_OBJECTS,mets-image
pbqnnjmy,Work,b12126044,sierra-system-number
fzvvenmp,Image,b21198032/FILE_0324_OBJECTS,mets-image
cqq44pbc,Work,b1086975x,sierra-system-number
zufz4w8r,Image,b21011849/FILE_0257_OBJECTS,mets-image
w5xambsn,Image,V0020512,miro-image-number
gg45kewa,Image,b28776483/FILE_0555_OBJECTS,mets-image
wppcrtj7,Work,b1920754,sierra-system-number
jbxpyfwk,Work,b31531234,sierra-system-number
uqg54jr8,Image,b28055342/FILE_0556_OBJECTS,mets-image
gnbx4nbq,Image,b21907626/FILE_0219_OBJECTS,mets-image
d4n4dbuh,Image,b22442832/FILE_0017_OBJECTS,mets-image
yp2jby5b,Image,b28119642/FILE_0672_OBJECTS,mets-image
q6j3cf3q,Image,b19689858/FILE_0053_OBJECTS,mets-image
wdbr5kqp,Image,b24853860/FILE_0067_OBJECTS,mets-image
c988zm3q,Image,b2144061x/FILE_0238_OBJECTS,mets-image
nsfcxnwr,Image,b22468109/FILE_0013_OBJECTS,mets-image
td2mzjnx,Image,b28716516/FILE_0427_OBJECTS,mets-image
wxet3q88,Image,b21926906/FILE_0311_OBJECTS,mets-image
jrmw3bpd,Work,1862011,sierra-system-number
twr2ymzq,Image,b18024695/FILE_0021_OBJECTS,mets-image
gu3d7pve,Image,b28522576/FILE_0012_OBJECTS,mets-image
yb9qyjqf,Image,b24869314/FILE_0063_OBJECTS,mets-image
dev5gsse,Image,b2812473x/FILE_0010_OBJECTS,mets-image
b55dsvve,Image,b20086337/FILE_0098_OBJECTS,mets-image
eyef6pxr,Image,b20040398/FILE_0016_OBJECTS,mets-image
r8upq7fx,Image,b21121680/FILE_0104_OBJECTS,mets-image
r9h2d2zv,Image,b28999204/FILE_0112_OBJECTS,mets-image
arsxpejn,Image,b21072279/FILE_0286_OBJECTS,mets-image
s2xq5s6p,Image,b21052529/FILE_0625_OBJECTS,mets-image
jbtp4w39,Image,b29181410/FILE_0226_OBJECTS,mets-image
z4ytkzc3,Image,b29331778/FILE_0138_OBJECTS,mets-image
yquazuhb,Work,b10319463,sierra-system-number
fj2hk6ye,Work,2222000,sierra-system-number
a5yw8ky7,Image,b21294501/FILE_0055_OBJECTS,mets-image
s8bjn4ra,Work,1540552,sierra-system-number
wu7yjpvb,Image,b21526175/FILE_0259_OBJECTS,mets-image
x7kq6pa9,Image,b2812909x/FILE_0199_OBJECTS,mets-image
zhjn24qs,Image,b2153083x/FILE_0113_OBJECTS,mets-image
uvp58j6z,Image,b10554865/FILE_0042_OBJECTS,mets-image
ezqhq529,Image,b20393519/FILE_0520_OBJECTS,mets-image
kkeqnj4e,Image,b24865977/FILE_0235_OBJECTS,mets-image
nwvkwgv5,Item,b24881697,sierra-system-number
xezegwze,Image,b10106923/FILE_0303_OBJECTS,mets-image
rudejtce,Image,b22410417/FILE_0019_OBJECTS,mets-image
zr4esc56,Image,b24962715/FILE_0130_OBJECTS,mets-image
ezupu2g7,Item,i1218388x,sierra-system-number
cypdx3gj,Item,b28949249,sierra-system-number
rmurfd3z,Item,i1897826,sierra-system-number
x8hnjfa4,Image,b21515013/FILE_0176_OBJECTS,mets-image
b3sp9jt6,Image,b28065050/FILE_0216_OBJECTS,mets-image
z7rszu25,Image,b22038279/FILE_0097_OBJECTS,mets-image
jp5p5djq,Image,b24876070/FILE_0170_OBJECTS,mets-image
p7x4cy7t,Image,b20395048/FILE_0107_OBJECTS,mets-image
p45y3t7x,Image,b30530738/FILE_0255_OBJECTS,mets-image
ap6x74dr,Image,b2122268x/FILE_0299_OBJECTS,mets-image
zkqjv33c,Image,b2806852x/FILE_0097_OBJECTS,mets-image
x9zs6zf5,Image,b21777755/FILE_0096_OBJECTS,mets-image
ef76hd59,Image,b31856639/FILE_0059_OBJECTS,mets-image
q95da9rr,Image,b3006935x/FILE_0017_OBJECTS,mets-image
bdx4knzu,Image,b33090671/FILE_0588_OBJECTS,mets-image
pyybehxt,Image,b30532735/FILE_0145_OBJECTS,mets-image
eph8rtst,Work,2297073,sierra-system-number
k2exwtfm,Image,b2191977x/FILE_0597_OBJECTS,mets-image
db5fndqd,Image,b1458203x/FILE_0095_OBJECTS,mets-image
pq2epz25,Image,b30583111/FILE_0016_OBJECTS,mets-image
kwyy7edd,Image,b21040539/FILE_0164_OBJECTS,mets-image
z5msce9t,Image,b28052316/FILE_0357_OBJECTS,mets-image
bcqdmq9f,Image,b3052068x/FILE_0043_OBJECTS,mets-image
q85e7daj,Image,b21005564/FILE_0382_OBJECTS,mets-image
nuzvv64a,Image,b33543100/FILE_0297_OBJECTS,mets-image
jf8nr4rz,Image,b28066303/FILE_0043_OBJECTS,mets-image
pu3ankcf,Image,b3136360x/FILE_0414_OBJECTS,mets-image
gap52zja,Image,b28113664/FILE_0016_OBJECTS,mets-image
emf79sqz,Image,b30326114/FILE_0057_OBJECTS,mets-image
w8pf8kvc,Image,b21288288/FILE_0558_OBJECTS,mets-image
vr7cm9n5,Image,b19943611/FILE_0061_OBJECTS,mets-image
w2pvd5h2,Image,b21015545/FILE_0225_OBJECTS,mets-image
tzustynj,Image,b21649716/FILE_0008_OBJECTS,mets-image
d6vm3g5j,Image,b30551201/FILE_0290_OBJECTS,mets-image
s2w59t8y,Image,b2099896x/FILE_0400_OBJECTS,mets-image
jwnnf6q3,Image,b28990080/FILE_0467_OBJECTS,mets-image
g47vkk5r,Image,b21893123/FILE_0148_OBJECTS,mets-image
sundtnb9,Image,b21297277/FILE_0549_OBJECTS,mets-image
xj5qy73h,Image,b31363738/FILE_0603_OBJECTS,mets-image
s3zp6mwd,Image,b21139039/FILE_0369_OBJECTS,mets-image
hdmz67cb,Work,b2474495,sierra-system-number
xxvdymj6,Image,b21134017/FILE_0083_OBJECTS,mets-image
y6c7zepk,Image,b2231264x/FILE_0312_OBJECTS,mets-image
j6xjgfnv,Item,1230197,sierra-system-number
wgnge9jf,Image,b21072000/FILE_0105_OBJECTS,mets-image
rd9btbpx,Image,b31357866/FILE_0054_OBJECTS,mets-image
cxgkvxv7,Image,b21143195/FILE_0075_OBJECTS,mets-image
ss75x7nd,Image,b19099009/FILE_0003_OBJECTS,mets-image
by3wyzmg,Image,b31871926/FILE_0042_OBJECTS,mets-image
j3xxvtjs,Work,ebs28842896e,ebsco-alt-lookup
qc9m73j5,Image,b30412973/FILE_0634_OBJECTS,mets-image
cxt4kkub,Item,b24137285,sierra-system-number
dsywqs7m,Image,b28067800/FILE_0010_OBJECTS,mets-image
c8h2xsa9,Work,N0001359,miro-image-number
m6jysxm8,Item,1732430,sierra-system-number
pfmbmd55,Image,b30236721/FILE_0022_OBJECTS,mets-image
k367yy78,Image,b28132257/FILE_0451_OBJECTS,mets-image
v47mvqaw,Image,b21641055/FILE_0398_OBJECTS,mets-image
ghak5gdz,Image,b2129110x/FILE_0032_OBJECTS,mets-image
jbs9qxbe,Image,b20402740/FILE_0026_OBJECTS,mets-image
raertrj2,Image,b33648529/FILE_0001_OBJECTS,mets-image
ehpa963f,Image,b21065202/FILE_0175_OBJECTS,mets-image
c3j84vrx,Image,b21203556/FILE_0377_OBJECTS,mets-image
yhqja4vy,Image,b21999326/FILE_0766_OBJECTS,mets-image
vuzmhxdw,Image,b30535323/FILE_0270_OBJECTS,mets-image
s9qu98ar,Image,b21071652/FILE_0155_OBJECTS,mets-image
jsrcwq2d,Image,b2102974x/FILE_0015_OBJECTS,mets-image
eeffwzw7,Image,b28234522/FILE_0119_OBJECTS,mets-image
kv24busy,Work,1374038,sierra-system-number
bv98g76x,Image,b30509385/FILE_0137_OBJECTS,mets-image
v688knh8,Image,b21153681/FILE_0378_OBJECTS,mets-image
vvrghskk,Image,b31352480/FILE_0413_OBJECTS,mets-image
sqxw2gr5,Image,b17113866/FILE_0016_OBJECTS,mets-image
wab5psex,Image,b21471745/FILE_0415_OBJECTS,mets-image
xbt8hxgw,Image,b19495833/FILE_0913_OBJECTS,mets-image
qj8yhshm,Work,2478749,sierra-system-number
v4vp7jj3,Image,b19646173/FILE_0103_OBJECTS,mets-image
zqtxahzk,Image,b29153803/FILE_0018_OBJECTS,mets-image
g847ttku,Image,b29274655/FILE_0124_OBJECTS,mets-image
m3qky3u8,Image,b17221821/FILE_0420_OBJECTS,mets-image
m76w4xn4,Work,1548455,sierra-system-number
gfvnnt6y,Image,b21507284/FILE_0136_OBJECTS,mets-image
xet2ybsj,Image,b33092746/FILE_0346_OBJECTS,mets-image
n8hmhgy2,Image,b21119429/FILE_0020_OBJECTS,mets-image
zy34p4mr,Image,b3185333x/FILE_0634_OBJECTS,mets-image
r5fg564j,Image,b3328782x/FILE_0041_OBJECTS,mets-image
yr4r6dr6,Image,b1087561x/FILE_0489_OBJECTS,mets-image
u3782k7v,Image,b1963299x/FILE_0530_OBJECTS,mets-image
fe7xs9mf,Image,b20003705/FILE_0061_OBJECTS,mets-image
xd222st9,Work,b26561724,sierra-system-number
f54he9t9,Image,b21004298/FILE_0094_OBJECTS,mets-image
jvxpxnvk,Image,b21483711/FILE_0042_OBJECTS,mets-image
mggvnexc,Work,2287113,sierra-system-number
qd3kwgnj,Image,b29257803/FILE_0022_OBJECTS,mets-image
uej2y6qr,Image,b29321232/FILE_0003_OBJECTS,mets-image
pg459f3b,Item,i2038953x,sierra-system-number
xfjyhyu3,Image,b24884157/FILE_0052_OBJECTS,mets-image
xygu2rc4,Image,b29172470/FILE_0015_OBJECTS,mets-image
bqfccjux,Image,b19822704/FILE_0056_OBJECTS,mets-image
mm5uzwuv,Image,b31674653/FILE_0070_OBJECTS,mets-image
jd5s5ue2,Image,b32217845/FILE_0407_OBJECTS,mets-image
n7q6k55q,Image,b28741705/FILE_0013_OBJECTS,mets-image
msc2qtdt,Concept,n83145475,lc-subjects
dfhnnj5g,Work,b2114770x,sierra-system-number
mq6eg42y,Image,b29338050/FILE_0338_OBJECTS,mets-image
angnc92z,Image,b18037446/FILE_0325_OBJECTS,mets-image
qms47e6s,Image,b29322522/FILE_0312_OBJECTS,mets-image
afs8mb94,Work,2536932,sierra-system-number
hx2wsjkg,Image,b21020231/FILE_0405_OBJECTS,mets-image
rge8nsa8,Image,b29500758/FILE_0107_OBJECTS,mets-image
hyh3hhfg,Image,b32758431/FILE_0281_OBJECTS,mets-image
wnx34q2q,Image,b18967346/FILE_0940_OBJECTS,mets-image
uyybxfwx,Image,b29328019/FILE_0959_OBJECTS,mets-image
c5g78vaw,Image,b24946825/FILE_1300_OBJECTS,mets-image
gbecppjc,Image,b12200700/FILE_0191_OBJECTS,mets-image
xrbadnqb,Image,b28123864/FILE_0236_OBJECTS,mets-image
a3usyrf6,Image,b22012278/FILE_0047_OBJECTS,mets-image
traj8ueu,Image,b22269150/FILE_0014_OBJECTS,mets-image
c5g9yv9j,Image,b2192241x/FILE_0248_OBJECTS,mets-image
eyyq742q,Image,b21468771/FILE_0562_OBJECTS,mets-image
xhfut83u,Image,b21116106/FILE_0520_OBJECTS,mets-image
vqg5cwcr,Work,1745279,sierra-system-number
pyzua9zh,Concept,bengali literature,label-derived
vw3frcfd,Image,b31638934/FILE_0059_OBJECTS,mets-image
e966fwv8,Image,b17084337/FILE_0024_OBJECTS,mets-image
d5ubefmg,Image,b24974535/FILE_0142_OBJECTS,mets-image
uxudjt77,Image,b21209728/FILE_0004_OBJECTS,mets-image
puvsvtjf,Image,b21218420/FILE_0932_OBJECTS,mets-image
v23yj45m,Image,b21509451/FILE_0199_OBJECTS,mets-image
gyebx9gy,Work,bf536c44-4cc9-4732-82f7-ca6499e1598f,calm-record-id
s69ngwpq,Work,b1194271x,sierra-system-number
